,tier,race1,gender,fulltime,sex,decile1b,Unnamed: 0.1,Unnamed: 0,decile3,decile1,lsat,ugpa,grad,bar1,fam_inc,Unary_Unnamed: 0.1,Unary_Unnamed: 0,Unary_decile3,sex_1.0,sex_2.0,Unary_lsat,Unary_ugpa,Unary_grad,fulltime_1.0,fulltime_2.0,Unary_fam_inc,gender_0,gender_1,race1_0,race1_1,race1_2,race1_3,race1_4,tier_1.0,tier_2.0,tier_3.0,tier_4.0,tier_5.0,tier_6.0,academic_performance,"GROUPBY_['sex', 'fulltime']_mean_lsat","GROUPBY_['sex', 'tier']_mean_lsat","GROUPBY_['sex', 'race1']_mean_lsat","GROUPBY_['sex', 'tier']_mean_ugpa","GROUPBY_['sex', 'fulltime']_mean_ugpa","GROUPBY_['sex', 'tier']_std_lsat","GROUPBY_['sex', 'race1', 'tier']_median_lsat","GROUPBY_['race1', 'tier']_mean_ugpa","GROUPBY_['sex', 'tier', 'fulltime']_mean_fam_inc","GROUPBY_['sex', 'race1', 'tier']_mean_ugpa",lsat_minus_ugpa
429,3.0,1,0,1.0,1.0,8.0,429,429,8.0,8.0,1,0,0,0,4.0,42.900000000000006,184041,0.8,True,False,0.3333333333333333,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,1
430,3.0,1,0,1.0,1.0,4.0,430,430,8.0,4.0,0,0,0,1,3.0,43.0,184900,0.8,True,False,0.0,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,0
431,4.0,1,0,1.0,1.0,2.0,431,431,2.0,2.0,1,0,0,1,4.0,43.1,185761,0.2,True,False,0.3333333333333333,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,False,True,False,False,0,1.0680127523910734,1.2362948960302458,1.2883135059482156,1.3194706994328922,1.2731137088204039,1.0566018447486132,2.0,1.4006928406466512,3.3685258964143427,1.420911528150134,1
432,3.0,1,0,1.0,1.0,4.0,432,432,3.0,5.0,2,0,0,0,4.0,43.2,186624,0.3,True,False,0.6666666666666666,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,2
433,2.0,1,1,1.0,2.0,9.0,433,433,7.0,9.0,1,0,0,1,3.0,43.300000000000004,187489,0.7,False,True,0.3333333333333333,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,True,False,False,False,False,0,1.263457330415755,0.6655518394648829,1.4224049331963,1.1505016722408026,1.2827133479212254,0.9169455861031895,0.0,1.148936170212766,3.5107913669064748,1.1541353383458646,1
434,6.0,1,1,1.0,2.0,6.0,434,434,6.0,6.0,3,0,0,1,4.0,43.400000000000006,188356,0.6,False,True,1.0,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,False,False,True,0,1.263457330415755,2.0463576158940397,1.4224049331963,1.8741721854304636,1.2827133479212254,1.13335930368894,3.0,1.770949720670391,3.76158940397351,1.9469026548672566,3
435,4.0,2,1,1.0,2.0,4.0,435,435,5.0,4.0,2,0,0,0,3.0,43.5,189225,0.5,False,True,0.6666666666666666,0.0,0.0,True,False,0.5,False,True,False,False,True,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,1.0,1.3406593406593406,1.2827133479212254,1.086419194179608,1.0,1.0444444444444445,3.370860927152318,1.3636363636363635,2
436,3.0,1,1,1.0,2.0,1.0,436,436,3.0,1.0,1,0,0,0,3.0,43.6,190096,0.3,False,True,0.3333333333333333,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,1
437,3.0,1,1,1.0,2.0,1.0,437,437,2.0,1.0,1,0,0,1,3.0,43.7,190969,0.2,False,True,0.3333333333333333,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,1
438,3.0,1,0,1.0,1.0,1.0,438,438,1.0,1.0,0,0,0,0,3.0,43.800000000000004,191844,0.1,True,False,0.0,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,0
439,3.0,1,0,2.0,1.0,1.0,439,439,1.0,1.0,2,0,0,0,3.0,43.900000000000006,192721,0.1,True,False,0.6666666666666666,0.0,0.0,False,True,0.5,True,False,False,True,False,False,False,False,False,True,False,False,False,0,0.7821782178217822,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2722772277227723,0.9986761342736845,1.0,1.2040208488458675,3.2,1.2466666666666666,2
440,4.0,0,1,1.0,2.0,1.0,440,440,1.0,1.0,0,0,0,0,2.0,44.0,193600,0.1,False,True,0.0,0.0,0.0,True,False,0.25,False,True,True,False,False,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,0.6271186440677966,1.3406593406593406,1.2827133479212254,1.086419194179608,0.0,1.16,3.370860927152318,1.2173913043478262,0
441,4.0,1,1,1.0,2.0,7.0,441,441,8.0,7.0,3,0,0,1,4.0,44.1,194481,0.8,False,True,1.0,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,1.4224049331963,1.3406593406593406,1.2827133479212254,1.086419194179608,2.0,1.4006928406466512,3.370860927152318,1.385395537525355,3
442,3.0,1,1,1.0,2.0,4.0,442,442,3.0,4.0,1,0,0,1,4.0,44.2,195364,0.3,False,True,0.3333333333333333,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,1
443,3.0,1,0,1.0,1.0,7.0,443,443,8.0,8.0,3,0,0,1,3.0,44.300000000000004,196249,0.8,True,False,1.0,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,3
444,4.0,1,0,1.0,1.0,1.0,444,444,1.0,1.0,0,0,0,0,3.0,44.400000000000006,197136,0.1,True,False,0.0,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,False,True,False,False,0,1.0680127523910734,1.2362948960302458,1.2883135059482156,1.3194706994328922,1.2731137088204039,1.0566018447486132,2.0,1.4006928406466512,3.3685258964143427,1.420911528150134,0
445,3.0,1,1,1.0,2.0,8.0,445,445,8.0,8.0,2,0,0,1,2.0,44.5,198025,0.8,False,True,0.6666666666666666,0.0,0.0,True,False,0.25,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,2
446,4.0,2,0,1.0,1.0,2.0,446,446,1.0,2.0,2,0,0,0,3.0,44.6,198916,0.1,True,False,0.6666666666666666,0.0,0.0,True,False,0.5,True,False,False,False,True,False,False,False,False,False,True,False,False,0,1.0680127523910734,1.2362948960302458,0.9035087719298246,1.3194706994328922,1.2731137088204039,1.0566018447486132,1.0,1.0444444444444445,3.3685258964143427,0.7391304347826086,2
447,4.0,0,0,1.0,1.0,1.0,447,447,1.0,1.0,0,0,0,0,4.0,44.7,199809,0.1,True,False,0.0,0.0,0.0,True,False,0.75,True,False,True,False,False,False,False,False,False,False,True,False,False,0,1.0680127523910734,1.2362948960302458,0.5714285714285714,1.3194706994328922,1.2731137088204039,1.0566018447486132,0.0,1.16,3.3685258964143427,1.0689655172413792,0
448,3.0,1,1,1.0,2.0,6.0,448,448,8.0,6.0,0,0,0,0,3.0,44.800000000000004,200704,0.8,False,True,0.0,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,0
449,5.0,1,1,1.0,2.0,4.0,449,449,2.0,4.0,3,0,0,1,5.0,44.900000000000006,201601,0.2,False,True,1.0,0.0,0.0,True,False,1.0,False,True,False,True,False,False,False,False,False,False,False,True,False,0,1.263457330415755,1.6125,1.4224049331963,1.365,1.2827133479212254,1.106981150774676,2.0,1.383587786259542,3.4404761904761907,1.37987012987013,3
450,3.0,1,0,1.0,1.0,2.0,450,450,2.0,3.0,2,0,0,1,4.0,45.0,202500,0.2,True,False,0.6666666666666666,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,2
451,4.0,1,1,1.0,2.0,4.0,451,451,2.0,4.0,1,0,0,0,4.0,45.1,203401,0.2,False,True,0.3333333333333333,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,1.4224049331963,1.3406593406593406,1.2827133479212254,1.086419194179608,2.0,1.4006928406466512,3.370860927152318,1.385395537525355,1
452,3.0,2,1,1.0,2.0,6.0,452,452,2.0,6.0,0,0,0,0,3.0,45.2,204304,0.2,False,True,0.0,0.0,0.0,True,False,0.5,False,True,False,False,True,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.0,1.1472191930207198,1.2827133479212254,0.9805810492578442,0.0,1.0666666666666667,3.4656019656019654,1.1666666666666667,0
453,4.0,1,0,1.0,1.0,4.0,453,453,2.0,5.0,1,0,0,1,3.0,45.300000000000004,205209,0.2,True,False,0.3333333333333333,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,False,True,False,False,0,1.0680127523910734,1.2362948960302458,1.2883135059482156,1.3194706994328922,1.2731137088204039,1.0566018447486132,2.0,1.4006928406466512,3.3685258964143427,1.420911528150134,1
454,5.0,1,1,1.0,2.0,9.0,454,454,10.0,9.0,1,0,0,0,3.0,45.400000000000006,206116,1.0,False,True,0.3333333333333333,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,False,False,False,True,False,0,1.263457330415755,1.6125,1.4224049331963,1.365,1.2827133479212254,1.106981150774676,2.0,1.383587786259542,3.4404761904761907,1.37987012987013,1
455,3.0,1,0,1.0,1.0,4.0,455,455,6.0,4.0,2,0,0,1,4.0,45.5,207025,0.6,True,False,0.6666666666666666,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,2
456,5.0,1,1,1.0,2.0,4.0,456,456,6.0,4.0,2,0,0,0,2.0,45.6,207936,0.6,False,True,0.6666666666666666,0.0,0.0,True,False,0.25,False,True,False,True,False,False,False,False,False,False,False,True,False,0,1.263457330415755,1.6125,1.4224049331963,1.365,1.2827133479212254,1.106981150774676,2.0,1.383587786259542,3.4404761904761907,1.37987012987013,2
457,2.0,1,1,1.0,2.0,1.0,457,457,2.0,2.0,0,0,0,0,4.0,45.7,208849,0.2,False,True,0.0,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,True,False,False,False,False,0,1.263457330415755,0.6655518394648829,1.4224049331963,1.1505016722408026,1.2827133479212254,0.9169455861031895,0.0,1.148936170212766,3.5107913669064748,1.1541353383458646,0
458,4.0,1,0,1.0,1.0,7.0,458,458,6.0,7.0,3,0,0,1,5.0,45.800000000000004,209764,0.6,True,False,1.0,0.0,0.0,True,False,1.0,True,False,False,True,False,False,False,False,False,False,True,False,False,0,1.0680127523910734,1.2362948960302458,1.2883135059482156,1.3194706994328922,1.2731137088204039,1.0566018447486132,2.0,1.4006928406466512,3.3685258964143427,1.420911528150134,3
459,3.0,1,1,1.0,2.0,3.0,459,459,3.0,4.0,0,0,0,1,4.0,45.900000000000006,210681,0.3,False,True,0.0,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,0
460,3.0,1,1,1.0,2.0,1.0,460,460,1.0,1.0,1,0,0,0,3.0,46.0,211600,0.1,False,True,0.3333333333333333,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,1
461,3.0,2,1,1.0,2.0,2.0,461,461,2.0,2.0,0,0,0,0,3.0,46.1,212521,0.2,False,True,0.0,0.0,0.0,True,False,0.5,False,True,False,False,True,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.0,1.1472191930207198,1.2827133479212254,0.9805810492578442,0.0,1.0666666666666667,3.4656019656019654,1.1666666666666667,0
462,3.0,1,0,1.0,1.0,3.0,462,462,2.0,4.0,1,0,0,1,3.0,46.2,213444,0.2,True,False,0.3333333333333333,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,1
463,6.0,1,1,1.0,2.0,10.0,463,463,9.0,10.0,1,0,0,1,4.0,46.300000000000004,214369,0.9,False,True,0.3333333333333333,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,False,False,True,0,1.263457330415755,2.0463576158940397,1.4224049331963,1.8741721854304636,1.2827133479212254,1.13335930368894,3.0,1.770949720670391,3.76158940397351,1.9469026548672566,1
464,4.0,1,0,1.0,1.0,3.0,464,464,3.0,3.0,2,0,0,1,3.0,46.400000000000006,215296,0.3,True,False,0.6666666666666666,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,False,True,False,False,0,1.0680127523910734,1.2362948960302458,1.2883135059482156,1.3194706994328922,1.2731137088204039,1.0566018447486132,2.0,1.4006928406466512,3.3685258964143427,1.420911528150134,2
465,3.0,1,1,1.0,2.0,10.0,465,465,8.0,10.0,2,0,0,1,5.0,46.5,216225,0.8,False,True,0.6666666666666666,0.0,0.0,True,False,1.0,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,2
466,1.0,3,0,1.0,1.0,1.0,466,466,2.0,1.0,0,0,0,0,2.0,46.6,217156,0.2,True,False,0.0,0.0,0.0,True,False,0.25,True,False,False,False,False,True,False,True,False,False,False,False,False,0,1.0680127523910734,0.11764705882352941,0.2529411764705882,1.188235294117647,1.2731137088204039,0.4475266607084073,0.0,1.1415094339622642,2.951219512195122,1.1607142857142858,0
467,3.0,4,1,1.0,2.0,1.0,467,467,1.0,1.0,0,0,0,0,3.0,46.7,218089,0.1,False,True,0.0,0.0,0.0,True,False,0.5,False,True,False,False,False,False,True,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,0.7966101694915254,1.1472191930207198,1.2827133479212254,0.9805810492578442,0.0,1.131578947368421,3.4656019656019654,0.6842105263157895,0
468,4.0,1,1,1.0,2.0,1.0,468,468,2.0,1.0,2,0,0,1,4.0,46.800000000000004,219024,0.2,False,True,0.6666666666666666,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,1.4224049331963,1.3406593406593406,1.2827133479212254,1.086419194179608,2.0,1.4006928406466512,3.370860927152318,1.385395537525355,2
469,3.0,1,0,1.0,1.0,9.0,469,469,9.0,9.0,3,0,0,1,4.0,46.900000000000006,219961,0.9,True,False,1.0,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,3
470,3.0,1,1,1.0,2.0,8.0,470,470,9.0,8.0,1,0,0,1,3.0,47.0,220900,0.9,False,True,0.3333333333333333,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,1
471,3.0,1,0,1.0,1.0,8.0,471,471,8.0,8.0,0,0,0,1,4.0,47.1,221841,0.8,True,False,0.0,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,0
472,5.0,1,0,1.0,1.0,8.0,472,472,9.0,8.0,1,0,0,1,4.0,47.2,222784,0.9,True,False,0.3333333333333333,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,False,False,True,False,0,1.0680127523910734,1.218487394957983,1.2883135059482156,1.319327731092437,1.2731137088204039,1.1053470439737765,1.0,1.383587786259542,3.3419354838709676,1.3888888888888888,1
473,5.0,1,1,1.0,2.0,3.0,473,473,5.0,3.0,2,0,0,1,5.0,47.300000000000004,223729,0.5,False,True,0.6666666666666666,0.0,0.0,True,False,1.0,False,True,False,True,False,False,False,False,False,False,False,True,False,0,1.263457330415755,1.6125,1.4224049331963,1.365,1.2827133479212254,1.106981150774676,2.0,1.383587786259542,3.4404761904761907,1.37987012987013,2
474,5.0,1,1,1.0,2.0,3.0,474,474,2.0,3.0,1,0,0,0,4.0,47.400000000000006,224676,0.2,False,True,0.3333333333333333,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,False,True,False,0,1.263457330415755,1.6125,1.4224049331963,1.365,1.2827133479212254,1.106981150774676,2.0,1.383587786259542,3.4404761904761907,1.37987012987013,1
475,5.0,1,1,1.0,2.0,4.0,475,475,2.0,4.0,2,0,0,0,4.0,47.5,225625,0.2,False,True,0.6666666666666666,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,False,True,False,0,1.263457330415755,1.6125,1.4224049331963,1.365,1.2827133479212254,1.106981150774676,2.0,1.383587786259542,3.4404761904761907,1.37987012987013,2
476,3.0,1,0,1.0,1.0,2.0,476,476,2.0,3.0,2,0,0,1,4.0,47.6,226576,0.2,True,False,0.6666666666666666,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,2
477,3.0,1,1,1.0,2.0,8.0,477,477,10.0,8.0,0,0,0,1,3.0,47.7,227529,1.0,False,True,0.0,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,0
478,3.0,1,0,1.0,1.0,10.0,478,478,10.0,10.0,2,0,0,1,2.0,47.800000000000004,228484,1.0,True,False,0.6666666666666666,0.0,0.0,True,False,0.25,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,2
479,4.0,1,1,1.0,2.0,4.0,479,479,4.0,4.0,1,0,0,1,4.0,47.900000000000006,229441,0.4,False,True,0.3333333333333333,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,1.4224049331963,1.3406593406593406,1.2827133479212254,1.086419194179608,2.0,1.4006928406466512,3.370860927152318,1.385395537525355,1
480,3.0,1,1,2.0,2.0,2.0,480,480,1.0,2.0,0,0,0,0,3.0,48.0,230400,0.1,False,True,0.0,0.0,0.0,False,True,0.5,False,True,False,True,False,False,False,False,False,True,False,False,False,0,0.9502262443438914,1.1003271537622683,1.4224049331963,1.1472191930207198,1.167420814479638,0.9805810492578442,1.0,1.2040208488458675,3.2718446601941746,1.1695827725437415,0
481,3.0,1,0,1.0,1.0,3.0,481,481,3.0,4.0,0,0,0,0,4.0,48.1,231361,0.3,True,False,0.0,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,0
482,5.0,1,0,1.0,1.0,4.0,482,482,5.0,4.0,2,0,0,0,4.0,48.2,232324,0.5,True,False,0.6666666666666666,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,False,False,True,False,0,1.0680127523910734,1.218487394957983,1.2883135059482156,1.319327731092437,1.2731137088204039,1.1053470439737765,1.0,1.383587786259542,3.3419354838709676,1.3888888888888888,2
483,4.0,1,1,1.0,2.0,3.0,483,483,2.0,3.0,0,0,0,1,3.0,48.300000000000004,233289,0.2,False,True,0.0,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,1.4224049331963,1.3406593406593406,1.2827133479212254,1.086419194179608,2.0,1.4006928406466512,3.370860927152318,1.385395537525355,0
484,5.0,3,0,1.0,1.0,1.0,484,484,1.0,1.0,0,0,0,0,3.0,48.400000000000006,234256,0.1,True,False,0.0,0.0,0.0,True,False,0.5,True,False,False,False,False,True,False,False,False,False,False,True,False,0,1.0680127523910734,1.218487394957983,0.2529411764705882,1.319327731092437,1.2731137088204039,1.1053470439737765,0.0,0.9879518072289156,3.3419354838709676,0.7818181818181819,0
485,3.0,1,1,1.0,2.0,7.0,485,485,6.0,7.0,2,0,0,0,4.0,48.5,235225,0.6,False,True,0.6666666666666666,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,True,False,False,False,0,1.263457330415755,1.1003271537622683,1.4224049331963,1.1472191930207198,1.2827133479212254,0.9805810492578442,1.0,1.2040208488458675,3.4656019656019654,1.1695827725437415,2
486,2.0,1,1,1.0,2.0,4.0,486,486,3.0,5.0,0,0,0,1,4.0,48.6,236196,0.3,False,True,0.0,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,True,False,False,False,False,0,1.263457330415755,0.6655518394648829,1.4224049331963,1.1505016722408026,1.2827133479212254,0.9169455861031895,0.0,1.148936170212766,3.5107913669064748,1.1541353383458646,0
487,4.0,1,0,1.0,1.0,7.0,487,487,6.0,7.0,2,0,0,1,3.0,48.7,237169,0.6,True,False,0.6666666666666666,0.0,0.0,True,False,0.5,True,False,False,True,False,False,False,False,False,False,True,False,False,0,1.0680127523910734,1.2362948960302458,1.2883135059482156,1.3194706994328922,1.2731137088204039,1.0566018447486132,2.0,1.4006928406466512,3.3685258964143427,1.420911528150134,2
488,3.0,1,0,1.0,1.0,7.0,488,488,7.0,7.0,1,0,0,0,4.0,48.800000000000004,238144,0.7,True,False,0.3333333333333333,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,1.2883135059482156,1.237454100367197,1.2731137088204039,0.9986761342736845,1.0,1.2040208488458675,3.4115168539325844,1.2466666666666666,1
489,5.0,2,1,1.0,2.0,3.0,489,489,1.0,3.0,2,0,0,0,3.0,48.900000000000006,239121,0.1,False,True,0.6666666666666666,0.0,0.0,True,False,0.5,False,True,False,False,True,False,False,False,False,False,False,True,False,0,1.263457330415755,1.6125,1.0,1.365,1.2827133479212254,1.106981150774676,1.0,1.4264705882352942,3.4404761904761907,1.21875,2
490,3.0,2,0,1.0,1.0,2.0,490,490,2.0,3.0,2,0,0,0,3.0,49.0,240100,0.2,True,False,0.6666666666666666,0.0,0.0,True,False,0.5,True,False,False,False,True,False,False,False,False,True,False,False,False,0,1.0680127523910734,0.9485924112607099,0.9035087719298246,1.237454100367197,1.2731137088204039,0.9986761342736845,0.0,1.0666666666666667,3.4115168539325844,0.9393939393939394,2
491,2.0,1,0,2.0,1.0,7.0,491,491,5.0,8.0,0,0,0,0,4.0,49.1,241081,0.5,True,False,0.0,0.0,0.0,False,True,0.75,True,False,False,True,False,False,False,False,True,False,False,False,False,0,0.7821782178217822,0.6395939086294417,1.2883135059482156,1.1218274111675126,1.2722772277227723,0.924196196572256,0.0,1.148936170212766,3.1666666666666665,1.1401273885350318,0
492,4.0,1,1,1.0,2.0,4.0,492,492,5.0,4.0,1,0,0,1,4.0,49.2,242064,0.5,False,True,0.3333333333333333,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,1.4224049331963,1.3406593406593406,1.2827133479212254,1.086419194179608,2.0,1.4006928406466512,3.370860927152318,1.385395537525355,1
493,6.0,1,0,1.0,1.0,4.0,493,493,1.0,4.0,2,0,0,0,4.0,49.300000000000004,243049,0.1,True,False,0.6666666666666666,0.0,0.0,True,False,0.75,True,False,False,True,False,False,False,False,False,False,False,False,True,0,1.0680127523910734,1.696969696969697,1.2883135059482156,1.5252525252525253,1.2731137088204039,1.1379765918340115,3.0,1.770949720670391,3.4536082474226806,1.4696969696969697,2
494,2.0,1,1,1.0,2.0,3.0,494,494,5.0,3.0,2,0,0,1,3.0,49.400000000000006,244036,0.5,False,True,0.6666666666666666,0.0,0.0,True,False,0.5,False,True,False,True,False,False,False,False,True,False,False,False,False,0,1.263457330415755,0.6655518394648829,1.4224049331963,1.1505016722408026,1.2827133479212254,0.9169455861031895,0.0,1.148936170212766,3.5107913669064748,1.1541353383458646,2
495,4.0,1,1,1.0,2.0,6.0,495,495,8.0,6.0,3,0,0,1,4.0,49.5,245025,0.8,False,True,1.0,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,True,False,False,0,1.263457330415755,1.4364207221350078,1.4224049331963,1.3406593406593406,1.2827133479212254,1.086419194179608,2.0,1.4006928406466512,3.370860927152318,1.385395537525355,3
496,5.0,1,1,1.0,2.0,2.0,496,496,2.0,2.0,3,0,0,1,4.0,49.6,246016,0.2,False,True,1.0,0.0,0.0,True,False,0.75,False,True,False,True,False,False,False,False,False,False,False,True,False,0,1.263457330415755,1.6125,1.4224049331963,1.365,1.2827133479212254,1.106981150774676,2.0,1.383587786259542,3.4404761904761907,1.37987012987013,3
