,Unnamed: 0,Player1,Player2,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,bucketize_FSP.1,scaling_FSP.1,Scaling_FSW.1,scaling_SSP.1,bucketize_SSP.1,Scaling_SSW.1,Scaling_FSP.2,Serve_Efficiency_Player1,serve_effectiveness,Serve_Difference,ServeEfficiencyDiff,Serve_Average.1,Serve_Effectiveness,Serve_Efficiency_Difference,Serve_Preference,ServeEffectivenessRatio,"GROUPBY_['Player1', 'Player2', 'Round']_mean_Serve_Effectiveness","GROUPBY_['Player1', 'Player2', 'Round']_mean_Serve_Efficiency_Player1","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP.1","GROUPBY_['Player1', 'Player2']_mean_Round"
247,247,Na Li,Flavia Pennetta,5,1,64,23,36,10,39,12,61,13,Medium,0.64,23.0,0.36,medium,0.1,0.39,0.359375,1.3,0.6410256410256411,0.9166666666666666,50.0,0.359375,-0.940625,1.3,1.0,0.359375,0.359375,64.0,5.0
248,248,Simona Halep,Dominika Cibulkova,5,0,67,13,33,6,77,25,23,5,High,0.67,13.0,0.33,low,0.06,0.77,0.19402985074626866,1.1666666666666667,-0.12987012987012986,-0.48,50.0,0.19402985074626866,-0.9726368159203981,1.1666666666666667,1.0,0.19402985074626866,0.19402985074626866,67.0,5.0
249,249,Agnieszka Radwanska,Victoria Azarenka,5,1,59,33,41,16,60,26,40,19,Medium,0.59,33.0,0.41,medium,0.16,0.6,0.559322033898305,1.0625,-0.016666666666666666,0.2692307692307692,50.0,0.559322033898305,-0.503177966101695,1.0625,1.0,0.559322033898305,0.559322033898305,59.0,5.0
250,250,Eugenie Bouchard,Na Li,6,0,45,13,55,5,61,27,39,11,Medium,0.45,13.0,0.55,medium,0.05,0.61,0.28888888888888886,1.6,-0.26229508196721313,-0.5185185185185185,50.0,0.28888888888888886,-1.3111111111111113,1.6,1.0,0.28888888888888886,0.28888888888888886,45.0,6.0
251,251,Dominika Cibulkova,Agnieszka Radwanska,6,1,64,22,36,10,68,17,32,2,Medium,0.64,22.0,0.36,medium,0.1,0.68,0.34375,1.2,-0.058823529411764705,0.29411764705882354,50.0,0.34375,-0.85625,1.2,1.0,0.34375,0.34375,64.0,6.0
252,252,Na Li,Dominika Cibulkova,7,1,60,21,40,15,67,29,33,5,Medium,0.6,21.0,0.4,medium,0.15,0.67,0.35,0.4,-0.1044776119402985,-0.27586206896551724,50.0,0.35,-0.050000000000000044,0.4,1.0,0.35,0.35,60.0,7.0
253,253,Pablo Carreno-Busta,Roger Federer,1,0,62,27,38,11,68,33,32,14,Medium,0.62,27.0,0.38,medium,0.11,0.68,0.43548387096774194,1.4545454545454546,-0.08823529411764706,-0.18181818181818182,50.0,0.43548387096774194,-1.0190615835777126,1.4545454545454546,1.0,0.43548387096774194,0.43548387096774194,62.0,1.0
254,254,Somdev Devvarman,Daniel Munoz-De La Nava,1,1,62,54,38,22,52,35,48,24,Medium,0.62,54.0,0.38,medium,0.22,0.52,0.8709677419354839,1.4545454545454546,0.19230769230769232,0.5428571428571428,50.0,0.8709677419354839,-0.5835777126099707,1.4545454545454546,1.0,0.8709677419354839,0.8709677419354839,62.0,1.0
255,255,Tobias Kamke,Paolo Lorenzi,1,1,62,53,38,15,46,42,54,31,Medium,0.62,53.0,0.38,medium,0.15,0.46,0.8548387096774194,2.533333333333333,0.34782608695652173,0.2619047619047619,50.0,0.8548387096774194,-1.6784946236559137,2.533333333333333,1.0,0.8548387096774194,0.8548387096774194,62.0,1.0
256,256,Julien Benneteau,Ricardas Berankis,1,1,72,87,28,19,53,58,47,38,High,0.72,87.0,0.28,low,0.19,0.53,1.2083333333333333,3.5789473684210527,0.3584905660377358,0.5,50.0,1.2083333333333333,-2.370614035087719,3.5789473684210527,1.0,1.2083333333333333,1.2083333333333333,72.0,1.0
257,257,Lukas Lacko,Sam Querrey,1,0,52,31,48,22,58,39,42,19,Medium,0.52,31.0,0.48,medium,0.22,0.58,0.5961538461538461,0.4090909090909091,-0.10344827586206896,-0.20512820512820512,50.0,0.5961538461538461,0.18706293706293703,0.4090909090909091,1.0,0.5961538461538461,0.5961538461538461,52.0,1.0
258,258,Jan Hajek,Denis Kudla,1,1,70,58,30,18,68,48,32,17,High,0.7,58.0,0.3,low,0.18,0.68,0.8285714285714286,2.2222222222222223,0.029411764705882353,0.20833333333333334,50.0,0.8285714285714286,-1.3936507936507936,2.2222222222222223,1.0,0.8285714285714286,0.8285714285714286,70.0,1.0
259,259,Adrian Mannarino,Pablo Cuevas,1,0,63,71,37,38,59,67,41,27,Medium,0.63,71.0,0.37,medium,0.38,0.59,1.126984126984127,0.868421052631579,0.06779661016949153,0.05970149253731343,50.0,1.126984126984127,0.258563074352548,0.868421052631579,1.0,1.126984126984127,1.126984126984127,63.0,1.0
260,260,Gilles Simon,Lleyton Hewitt,1,1,59,42,41,25,49,40,51,29,Medium,0.59,42.0,0.41,medium,0.25,0.49,0.711864406779661,0.68,0.20408163265306123,0.05,50.0,0.711864406779661,0.03186440677966096,0.68,1.0,0.711864406779661,0.711864406779661,59.0,1.0
261,261,Philipp Petzschner,Marin Cilic,1,0,56,27,44,13,50,26,50,20,Medium,0.56,27.0,0.44,medium,0.13,0.5,0.48214285714285715,1.0769230769230769,0.12,0.038461538461538464,50.0,0.48214285714285715,-0.5947802197802197,1.0769230769230769,1.0,0.48214285714285715,0.48214285714285715,56.0,1.0
262,262,Radek Stepanek,Nick Kyrgios,1,0,63,62,37,29,56,64,44,35,Medium,0.63,62.0,0.37,medium,0.29,0.56,0.9841269841269841,1.1379310344827587,0.125,-0.03125,50.0,0.9841269841269841,-0.1538040503557746,1.1379310344827587,1.0,0.9841269841269841,0.9841269841269841,63.0,1.0
263,263,Viktor Troicki,James Blake,1,1,48,29,52,20,47,22,53,15,Medium,0.48,29.0,0.52,medium,0.2,0.47,0.6041666666666666,0.45,0.02127659574468085,0.3181818181818182,50.0,0.6041666666666666,0.15416666666666662,0.45,1.0,0.6041666666666666,0.6041666666666666,48.0,1.0
264,264,Juan Monaco,Daniel Gimeno-Traver,1,0,78,85,22,22,52,67,48,47,High,0.78,85.0,0.22,low,0.22,0.52,1.0897435897435896,2.8636363636363638,0.5,0.26865671641791045,50.0,1.0897435897435896,-1.773892773892774,2.8636363636363638,1.0,1.0897435897435896,1.0897435897435896,78.0,1.0
265,265,Benjamin Becker,Jeremy Chardy,1,0,66,48,34,13,66,44,34,17,Medium,0.66,48.0,0.34,medium,0.13,0.66,0.7272727272727273,2.6923076923076925,0.0,0.09090909090909091,50.0,0.7272727272727273,-1.9650349650349652,2.6923076923076925,1.0,0.7272727272727273,0.7272727272727273,66.0,1.0
266,266,Roberto Bautista Agut,Gilles Muller,1,1,83,51,17,6,55,36,45,18,High,0.83,51.0,0.17,low,0.06,0.55,0.6144578313253012,7.5,0.509090909090909,0.4166666666666667,50.0,0.6144578313253012,-6.885542168674699,7.5,1.0,0.6144578313253012,0.6144578313253012,83.0,1.0
267,267,Jarkko Nieminen,Paul-Henri Mathieu,1,1,69,84,31,29,54,58,46,36,High,0.69,84.0,0.31,low,0.29,0.54,1.2173913043478262,1.896551724137931,0.2777777777777778,0.4482758620689655,50.0,1.2173913043478262,-0.6791604197901049,1.896551724137931,1.0,1.2173913043478262,1.2173913043478262,69.0,1.0
268,268,Jo-Wilfried Tsonga,Aljaz Bedene,1,1,50,32,50,23,62,26,38,12,Medium,0.5,32.0,0.5,medium,0.23,0.62,0.64,0.391304347826087,-0.1935483870967742,0.23076923076923078,50.0,0.64,0.24869565217391304,0.391304347826087,1.0,0.64,0.64,50.0,1.0
269,269,Marinko Matosevic,David Ferrer,1,0,59,29,41,10,55,33,45,18,Medium,0.59,29.0,0.41,medium,0.1,0.55,0.4915254237288136,1.9,0.07272727272727272,-0.12121212121212122,50.0,0.4915254237288136,-1.4084745762711863,1.9,1.0,0.4915254237288136,0.4915254237288136,59.0,1.0
270,270,Steve Johnson,Albert Montanes,1,0,55,53,45,32,65,59,35,21,Medium,0.55,53.0,0.45,medium,0.32,0.65,0.9636363636363636,0.65625,-0.15384615384615385,-0.1016949152542373,50.0,0.9636363636363636,0.3073863636363636,0.65625,1.0,0.9636363636363636,0.9636363636363636,55.0,1.0
271,271,Joao Sousa,Go Soeda,1,1,70,40,30,14,58,24,42,10,High,0.7,40.0,0.3,low,0.14,0.58,0.5714285714285714,1.8571428571428572,0.20689655172413793,0.6666666666666666,50.0,0.5714285714285714,-1.2857142857142858,1.8571428571428572,1.0,0.5714285714285714,0.5714285714285714,70.0,1.0
272,272,Marcel Granollers,Feliciano Lopez,1,0,70,55,30,18,58,52,42,33,High,0.7,55.0,0.3,low,0.18,0.58,0.7857142857142857,2.0555555555555554,0.20689655172413793,0.057692307692307696,50.0,0.7857142857142857,-1.2698412698412698,2.0555555555555554,1.0,0.7857142857142857,0.7857142857142857,70.0,1.0
273,273,Illya Marchenko,Kevin Anderson,1,0,60,39,40,25,64,50,36,15,Medium,0.6,39.0,0.4,medium,0.25,0.64,0.65,0.56,-0.0625,-0.22,50.0,0.65,0.08999999999999997,0.56,1.0,0.65,0.65,60.0,1.0
274,274,Jan-Lennard Struff,Evgeny Donskoy,1,0,48,47,52,32,59,59,41,25,Medium,0.48,47.0,0.52,medium,0.32,0.59,0.9791666666666666,0.46875,-0.1864406779661017,-0.2033898305084746,50.0,0.9791666666666666,0.5104166666666666,0.46875,1.0,0.9791666666666666,0.9791666666666666,48.0,1.0
275,275,Steve Darcis,Michael Llodra,1,0,71,49,29,23,58,56,42,16,High,0.71,49.0,0.29,low,0.23,0.58,0.6901408450704225,1.1304347826086956,0.22413793103448276,-0.125,50.0,0.6901408450704225,-0.44029393753827306,1.1304347826086956,1.0,0.6901408450704225,0.6901408450704225,71.0,1.0
276,276,Milos Raonic,Xavier Malisse,1,1,73,55,27,14,64,42,36,18,High,0.73,55.0,0.27,low,0.14,0.64,0.7534246575342466,2.9285714285714284,0.140625,0.30952380952380953,50.0,0.7534246575342466,-2.175146771037182,2.9285714285714284,1.0,0.7534246575342466,0.7534246575342466,73.0,1.0
277,277,Andreas Haider-Maurer,Nicolas Almagro,1,0,65,50,35,20,53,50,47,28,Medium,0.65,50.0,0.35,medium,0.2,0.53,0.7692307692307693,1.5,0.22641509433962265,0.0,50.0,0.7692307692307693,-0.7307692307692307,1.5,1.0,0.7692307692307693,0.7692307692307693,65.0,1.0
278,278,Martin Alund,Edouard Roger-Vasselin,1,0,57,31,43,17,63,45,37,22,Medium,0.57,31.0,0.43,medium,0.17,0.63,0.543859649122807,0.8235294117647058,-0.09523809523809523,-0.3111111111111111,50.0,0.543859649122807,-0.2796697626418988,0.8235294117647058,1.0,0.543859649122807,0.543859649122807,57.0,1.0
279,279,Blaz Kavcic,James Duckworth,1,1,63,33,37,17,46,19,54,11,Medium,0.63,33.0,0.37,medium,0.17,0.46,0.5238095238095238,0.9411764705882353,0.3695652173913043,0.7368421052631579,50.0,0.5238095238095238,-0.41736694677871145,0.9411764705882353,1.0,0.5238095238095238,0.5238095238095238,63.0,1.0
280,280,Andreas Seppi,Leonardo Mayer,1,1,67,73,33,32,64,68,36,28,High,0.67,73.0,0.33,low,0.32,0.64,1.0895522388059702,1.28125,0.046875,0.07352941176470588,50.0,1.0895522388059702,-0.19169776119402981,1.28125,1.0,1.0895522388059702,1.0895522388059702,67.0,1.0
281,281,Jurgen Zopp,Tommy Robredo,1,0,68,35,32,9,65,37,35,12,High,0.68,35.0,0.32,low,0.09,0.65,0.5147058823529411,2.888888888888889,0.046153846153846156,-0.05405405405405406,50.0,0.5147058823529411,-2.3741830065359477,2.888888888888889,1.0,0.5147058823529411,0.5147058823529411,68.0,1.0
282,282,Igor Sijsling,Jurgen Melzer,1,1,64,41,36,18,72,37,28,6,Medium,0.64,41.0,0.36,medium,0.18,0.72,0.640625,1.2777777777777777,-0.1111111111111111,0.10810810810810811,50.0,0.640625,-0.6371527777777777,1.2777777777777777,1.0,0.640625,0.640625,64.0,1.0
283,283,Ernests Gulbis,Rogerio Dutra Silva,1,1,53,36,47,23,65,31,35,13,Medium,0.53,36.0,0.47,medium,0.23,0.65,0.6792452830188679,0.5652173913043478,-0.18461538461538463,0.16129032258064516,50.0,0.6792452830188679,0.1140278917145201,0.5652173913043478,1.0,0.6792452830188679,0.6792452830188679,53.0,1.0
284,284,Tomas Berdych,Gael Monfils,1,0,66,91,34,33,72,104,28,27,Medium,0.66,91.0,0.34,medium,0.33,0.72,1.378787878787879,1.7575757575757576,-0.08333333333333333,-0.125,50.0,1.378787878787879,-0.3787878787878787,1.7575757575757576,1.0,1.378787878787879,1.378787878787879,66.0,1.0
285,285,Sergiy Stakhovsky,Richard Gasquet,1,0,55,22,45,17,67,36,33,16,Medium,0.55,22.0,0.45,medium,0.17,0.67,0.4,0.29411764705882354,-0.1791044776119403,-0.3888888888888889,50.0,0.4,0.10588235294117648,0.29411764705882354,1.0,0.4,0.4,55.0,1.0
286,286,Michal Przysiezny,Rhyne Williams,1,1,67,75,33,27,67,66,33,21,High,0.67,75.0,0.33,low,0.27,0.67,1.1194029850746268,1.7777777777777777,0.0,0.13636363636363635,50.0,1.1194029850746268,-0.6583747927031509,1.7777777777777777,1.0,1.1194029850746268,1.1194029850746268,67.0,1.0
287,287,Florent Serra,Nikolay Davydenko,1,0,64,35,36,13,67,50,33,16,Medium,0.64,35.0,0.36,medium,0.13,0.67,0.546875,1.6923076923076923,-0.04477611940298507,-0.3,50.0,0.546875,-1.1454326923076923,1.6923076923076923,1.0,0.546875,0.546875,64.0,1.0
288,288,Florian Mayer,Denis Istomin,1,0,59,40,41,15,69,44,31,13,Medium,0.59,40.0,0.41,medium,0.15,0.69,0.6779661016949152,1.6666666666666667,-0.14492753623188406,-0.09090909090909091,50.0,0.6779661016949152,-0.9887005649717515,1.6666666666666667,1.0,0.6779661016949152,0.6779661016949152,59.0,1.0
289,289,Albert Ramos,Jerzy Janowicz,1,0,61,41,39,25,63,49,37,26,Medium,0.61,41.0,0.39,medium,0.25,0.63,0.6721311475409836,0.64,-0.031746031746031744,-0.16326530612244897,50.0,0.6721311475409836,0.03213114754098356,0.64,1.0,0.6721311475409836,0.6721311475409836,61.0,1.0
290,290,Kenny De Schepper,Robin Haase,1,0,64,61,36,21,65,59,35,25,Medium,0.64,61.0,0.36,medium,0.21,0.65,0.953125,1.9047619047619047,-0.015384615384615385,0.03389830508474576,50.0,0.953125,-0.9516369047619047,1.9047619047619047,1.0,0.953125,0.953125,64.0,1.0
291,291,Vasek Pospisil,Horacio Zeballos,1,0,56,67,44,34,68,71,32,18,Medium,0.56,67.0,0.44,medium,0.34,0.68,1.1964285714285714,0.9705882352941176,-0.17647058823529413,-0.056338028169014086,50.0,1.1964285714285714,0.22584033613445376,0.9705882352941176,1.0,1.1964285714285714,1.1964285714285714,56.0,1.0
292,292,Stanislas Wawrinka,Thiemo De Bakker,1,1,69,74,31,24,69,70,31,25,High,0.69,74.0,0.31,low,0.24,0.69,1.0724637681159421,2.0833333333333335,0.0,0.05714285714285714,50.0,1.0724637681159421,-1.0108695652173914,2.0833333333333335,1.0,1.0724637681159421,1.0724637681159421,69.0,1.0
293,293,Jesse Levine,Kei Nishikori,1,0,52,16,48,9,51,27,49,19,Medium,0.52,16.0,0.48,medium,0.09,0.51,0.3076923076923077,0.7777777777777778,0.0196078431372549,-0.4074074074074074,50.0,0.3076923076923077,-0.4700854700854701,0.7777777777777778,1.0,0.3076923076923077,0.3076923076923077,52.0,1.0
294,294,Grega Zemlja,Santiago Giraldo,1,1,52,32,48,21,64,30,36,12,Medium,0.52,32.0,0.48,medium,0.21,0.64,0.6153846153846154,0.5238095238095238,-0.1875,0.06666666666666667,50.0,0.6153846153846154,0.09157509157509158,0.5238095238095238,1.0,0.6153846153846154,0.6153846153846154,52.0,1.0
295,295,Lukasz Kubot,Maxime Teixeira,1,1,64,30,36,12,64,37,36,12,Medium,0.64,30.0,0.36,medium,0.12,0.64,0.46875,1.5,0.0,-0.1891891891891892,50.0,0.46875,-1.03125,1.5,1.0,0.46875,0.46875,64.0,1.0
296,296,Benoit Paire,Marcos Baghdatis,1,1,46,40,54,29,53,34,47,25,Medium,0.46,40.0,0.54,medium,0.29,0.53,0.8695652173913043,0.3793103448275862,-0.1320754716981132,0.17647058823529413,50.0,0.8695652173913043,0.49025487256371814,0.3793103448275862,1.0,0.8695652173913043,0.8695652173913043,46.0,1.0
297,297,Andreas Beck,Fabio Fognini,1,0,55,37,45,25,64,50,36,27,Medium,0.55,37.0,0.45,medium,0.25,0.64,0.6727272727272727,0.48,-0.140625,-0.26,50.0,0.6727272727272727,0.19272727272727275,0.48,1.0,0.6727272727272727,0.6727272727272727,55.0,1.0
298,298,Pere Riba,Lukas Rosol,1,0,60,38,40,14,62,41,38,23,Medium,0.6,38.0,0.4,medium,0.14,0.62,0.6333333333333333,1.7142857142857142,-0.03225806451612903,-0.07317073170731707,50.0,0.6333333333333333,-1.0809523809523809,1.7142857142857142,1.0,0.6333333333333333,0.6333333333333333,60.0,1.0
299,299,Martin Klizan,Michael Russell,1,1,49,29,51,22,69,35,31,9,Medium,0.49,29.0,0.51,medium,0.22,0.69,0.5918367346938775,0.3181818181818182,-0.2898550724637681,-0.17142857142857143,50.0,0.5918367346938775,0.27365491651205937,0.3181818181818182,1.0,0.5918367346938775,0.5918367346938775,49.0,1.0
300,300,Rafael Nadal,Daniel Brands,1,1,84,74,16,12,74,66,26,22,High,0.84,74.0,0.16,low,0.12,0.74,0.8809523809523809,5.166666666666667,0.13513513513513514,0.12121212121212122,50.0,0.8809523809523809,-4.2857142857142865,5.166666666666667,1.0,0.8809523809523809,0.8809523809523809,84.0,1.0
301,301,Fernando Verdasco,Marc Gicquel,1,1,64,37,36,11,53,23,47,13,Medium,0.64,37.0,0.36,medium,0.11,0.53,0.578125,2.3636363636363638,0.20754716981132076,0.6086956521739131,50.0,0.578125,-1.7855113636363638,2.3636363636363638,1.0,0.578125,0.578125,64.0,1.0
302,302,Federico Delbonis,Julian Reister,1,1,55,52,45,27,72,47,28,15,Medium,0.55,52.0,0.45,medium,0.27,0.72,0.9454545454545454,0.9259259259259259,-0.2361111111111111,0.10638297872340426,50.0,0.9454545454545454,0.019528619528619506,0.9259259259259259,1.0,0.9454545454545454,0.9454545454545454,55.0,1.0
303,303,Mikhail Youzhny,Pablo Andujar,1,1,65,70,35,20,56,49,44,27,Medium,0.65,70.0,0.35,medium,0.2,0.56,1.0769230769230769,2.5,0.16071428571428573,0.42857142857142855,50.0,1.0769230769230769,-1.4230769230769231,2.5,1.0,1.0769230769230769,1.0769230769230769,65.0,1.0
304,304,Carlos Berlocq,John Isner,1,0,73,45,27,10,63,45,37,16,High,0.73,45.0,0.27,low,0.1,0.63,0.6164383561643836,3.5,0.15873015873015872,0.0,50.0,0.6164383561643836,-2.883561643835616,3.5,1.0,0.6164383561643836,0.6164383561643836,73.0,1.0
305,305,Andrey Kuznetsov,Ryan Harrison,1,0,71,48,29,11,56,46,44,26,High,0.71,48.0,0.29,low,0.11,0.56,0.676056338028169,3.3636363636363638,0.26785714285714285,0.043478260869565216,50.0,0.676056338028169,-2.6875800256081948,3.3636363636363638,1.0,0.676056338028169,0.676056338028169,71.0,1.0
306,306,Jack Sock,Guillermo Garcia-Lopez,1,1,56,32,44,23,63,30,37,11,Medium,0.56,32.0,0.44,medium,0.23,0.63,0.5714285714285714,0.391304347826087,-0.1111111111111111,0.06666666666666667,50.0,0.5714285714285714,0.18012422360248442,0.391304347826087,1.0,0.5714285714285714,0.5714285714285714,56.0,1.0
307,307,Tommy Haas,Guillaume Rufin,1,1,65,48,35,13,61,32,39,21,Medium,0.65,48.0,0.35,medium,0.13,0.61,0.7384615384615385,2.6923076923076925,0.06557377049180328,0.5,50.0,0.7384615384615385,-1.953846153846154,2.6923076923076925,1.0,0.7384615384615385,0.7384615384615385,65.0,1.0
308,308,Jiri Vesely,Philipp Kohlschreiber,1,0,61,59,39,25,62,61,38,21,Medium,0.61,59.0,0.39,medium,0.25,0.62,0.9672131147540983,1.36,-0.016129032258064516,-0.03278688524590164,50.0,0.9672131147540983,-0.3927868852459018,1.36,1.0,0.9672131147540983,0.9672131147540983,61.0,1.0
309,309,Simone Bolelli,Yen-Hsun Lu,1,0,63,33,37,12,77,32,23,9,Medium,0.63,33.0,0.37,medium,0.12,0.77,0.5238095238095238,1.75,-0.18181818181818182,0.03125,50.0,0.5238095238095238,-1.2261904761904763,1.75,1.0,0.5238095238095238,0.5238095238095238,63.0,1.0
310,310,Bernard Tomic,Victor Hanescu,1,0,63,38,37,17,71,51,29,19,Medium,0.63,38.0,0.37,medium,0.17,0.71,0.6031746031746031,1.2352941176470589,-0.11267605633802817,-0.2549019607843137,50.0,0.6031746031746031,-0.6321195144724557,1.2352941176470589,1.0,0.6031746031746031,0.6031746031746031,63.0,1.0
311,311,Alexandr Dolgopolov,Dmitry Tursunov,1,0,55,51,45,22,51,47,49,28,Medium,0.55,51.0,0.45,medium,0.22,0.51,0.9272727272727272,1.3181818181818181,0.0784313725490196,0.0851063829787234,50.0,0.9272727272727272,-0.3909090909090909,1.3181818181818181,1.0,0.9272727272727272,0.9272727272727272,55.0,1.0
312,312,Alejandro Falla,Grigor Dimitrov,1,0,54,10,46,7,59,20,41,10,Medium,0.54,10.0,0.46,medium,0.07,0.59,0.18518518518518517,0.42857142857142855,-0.0847457627118644,-0.5,50.0,0.18518518518518517,-0.24338624338624337,0.42857142857142855,1.0,0.18518518518518517,0.18518518518518517,54.0,1.0
313,313,Alex Kuznetsov,Lucas Pouille,1,0,63,33,37,13,48,36,52,33,Medium,0.63,33.0,0.37,medium,0.13,0.48,0.5238095238095238,1.5384615384615385,0.3125,-0.08333333333333333,50.0,0.5238095238095238,-1.0146520146520146,1.5384615384615385,1.0,0.5238095238095238,0.5238095238095238,63.0,1.0
314,314,Ivan Dodig,Guido Pella,1,0,56,80,44,37,61,71,39,35,Medium,0.56,80.0,0.44,medium,0.37,0.61,1.4285714285714286,1.162162162162162,-0.08196721311475409,0.1267605633802817,50.0,1.4285714285714286,0.26640926640926654,1.162162162162162,1.0,1.4285714285714286,1.4285714285714286,56.0,1.0
315,315,Novak Djokovic,David Goffin,1,1,69,53,31,20,61,46,39,25,High,0.69,53.0,0.31,low,0.2,0.61,0.7681159420289855,1.65,0.13114754098360656,0.15217391304347827,50.0,0.7681159420289855,-0.8818840579710144,1.65,1.0,0.7681159420289855,0.7681159420289855,69.0,1.0
316,316,Somdev Devvarman,Roger Federer,2,0,61,19,39,16,62,30,38,18,Medium,0.61,19.0,0.39,medium,0.16,0.62,0.3114754098360656,0.1875,-0.016129032258064516,-0.36666666666666664,50.0,0.3114754098360656,0.12397540983606559,0.1875,1.0,0.3114754098360656,0.3114754098360656,61.0,2.0
317,317,Julien Benneteau,Tobias Kamke,2,1,72,83,28,23,65,75,35,37,High,0.72,83.0,0.28,low,0.23,0.65,1.1527777777777777,2.608695652173913,0.1076923076923077,0.10666666666666667,50.0,1.1527777777777777,-1.4559178743961354,2.608695652173913,1.0,1.1527777777777777,1.1527777777777777,72.0,2.0
318,318,Jan Hajek,Sam Querrey,2,0,66,36,34,16,62,45,38,14,Medium,0.66,36.0,0.34,medium,0.16,0.62,0.5454545454545454,1.25,0.06451612903225806,-0.2,50.0,0.5454545454545454,-0.7045454545454546,1.25,1.0,0.5454545454545454,0.5454545454545454,66.0,2.0
319,319,Gilles Simon,Pablo Cuevas,2,1,57,41,43,26,56,37,44,19,Medium,0.57,41.0,0.43,medium,0.26,0.56,0.7192982456140351,0.5769230769230769,0.017857142857142856,0.10810810810810811,50.0,0.7192982456140351,0.14237516869095823,0.5769230769230769,1.0,0.7192982456140351,0.7192982456140351,57.0,2.0
320,320,Nick Kyrgios,Marin Cilic,2,0,64,33,36,10,51,32,49,23,Medium,0.64,33.0,0.36,medium,0.1,0.51,0.515625,2.3,0.2549019607843137,0.03125,50.0,0.515625,-1.7843749999999998,2.3,1.0,0.515625,0.515625,64.0,2.0
321,321,Daniel Gimeno-Traver,Viktor Troicki,2,0,78,84,22,15,56,61,44,35,High,0.78,84.0,0.22,low,0.15,0.56,1.0769230769230769,4.6,0.39285714285714285,0.3770491803278688,50.0,1.0769230769230769,-3.523076923076923,4.6,1.0,1.0769230769230769,1.0769230769230769,78.0,2.0
322,322,Roberto Bautista Agut,Jeremy Chardy,2,0,79,42,21,8,64,50,36,17,High,0.79,42.0,0.21,low,0.08,0.64,0.5316455696202531,4.25,0.234375,-0.16,50.0,0.5316455696202531,-3.7183544303797467,4.25,1.0,0.5316455696202531,0.5316455696202531,79.0,2.0
323,323,Jo-Wilfried Tsonga,Jarkko Nieminen,2,1,65,44,35,19,61,41,39,25,Medium,0.65,44.0,0.35,medium,0.19,0.61,0.676923076923077,1.3157894736842106,0.06557377049180328,0.07317073170731707,50.0,0.676923076923077,-0.6388663967611337,1.3157894736842106,1.0,0.676923076923077,0.676923076923077,65.0,2.0
324,324,Albert Montanes,David Ferrer,2,0,67,28,33,9,60,31,40,15,High,0.67,28.0,0.33,low,0.09,0.6,0.417910447761194,2.111111111111111,0.11666666666666667,-0.0967741935483871,50.0,0.417910447761194,-1.6932006633499173,2.111111111111111,1.0,0.417910447761194,0.417910447761194,67.0,2.0
325,325,Feliciano Lopez,Joao Sousa,2,1,64,56,36,23,66,58,34,24,Medium,0.64,56.0,0.36,medium,0.23,0.66,0.875,1.434782608695652,-0.030303030303030304,-0.034482758620689655,50.0,0.875,-0.5597826086956521,1.434782608695652,1.0,0.875,0.875,64.0,2.0
326,326,Evgeny Donskoy,Kevin Anderson,2,0,67,62,33,21,68,69,32,26,High,0.67,62.0,0.33,low,0.21,0.68,0.9253731343283582,1.9523809523809523,-0.014705882352941176,-0.10144927536231885,50.0,0.9253731343283582,-1.0270078180525941,1.9523809523809523,1.0,0.9253731343283582,0.9253731343283582,67.0,2.0
327,327,Milos Raonic,Michael Llodra,2,1,63,62,37,25,61,59,39,32,Medium,0.63,62.0,0.37,medium,0.25,0.61,0.9841269841269841,1.48,0.03278688524590164,0.05084745762711865,50.0,0.9841269841269841,-0.4958730158730159,1.48,1.0,0.9841269841269841,0.9841269841269841,63.0,2.0
328,328,Edouard Roger-Vasselin,Nicolas Almagro,2,0,57,30,43,16,46,36,54,30,Medium,0.57,30.0,0.43,medium,0.16,0.46,0.5263157894736842,0.875,0.2391304347826087,-0.16666666666666666,50.0,0.5263157894736842,-0.3486842105263158,0.875,1.0,0.5263157894736842,0.5263157894736842,57.0,2.0
329,329,Andreas Seppi,Blaz Kavcic,2,1,57,67,43,41,63,64,37,37,Medium,0.57,67.0,0.43,medium,0.41,0.63,1.1754385964912282,0.6341463414634146,-0.09523809523809523,0.046875,50.0,1.1754385964912282,0.5412922550278135,0.6341463414634146,1.0,1.1754385964912282,1.1754385964912282,57.0,2.0
330,330,Igor Sijsling,Tommy Robredo,2,0,52,51,48,30,62,67,38,28,Medium,0.52,51.0,0.48,medium,0.3,0.62,0.9807692307692307,0.7,-0.16129032258064516,-0.23880597014925373,50.0,0.9807692307692307,0.28076923076923077,0.7,1.0,0.9807692307692307,0.9807692307692307,52.0,2.0
331,331,Gael Monfils,Ernests Gulbis,2,1,64,65,36,32,60,55,40,22,Medium,0.64,65.0,0.36,medium,0.32,0.6,1.015625,1.03125,0.06666666666666667,0.18181818181818182,50.0,1.015625,-0.015625,1.03125,1.0,1.015625,1.015625,64.0,2.0
