,Unnamed: 0,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,BinaryHouseVal
4481,4481,-118.18,34.06,27.0,2025.0,565.0,2189.0,577.0,2.6083,<1H OCEAN,0
4482,4482,-118.19,34.06,32.0,555.0,159.0,748.0,163.0,1.9762,<1H OCEAN,0
4483,4483,-118.19,34.06,47.0,2324.0,658.0,3020.0,594.0,1.1868,<1H OCEAN,0
4484,4484,-118.2,34.06,46.0,453.0,119.0,533.0,132.0,2.2961,<1H OCEAN,0
4485,4485,-118.2,34.06,40.0,1181.0,335.0,1441.0,337.0,2.1136,<1H OCEAN,0
4486,4486,-118.2,34.05,8.0,762.0,204.0,728.0,174.0,2.4886,<1H OCEAN,0
4487,4487,-118.19,34.05,46.0,1051.0,302.0,1435.0,305.0,1.6667,<1H OCEAN,0
4488,4488,-118.2,34.05,36.0,2672.0,675.0,2883.0,674.0,2.0885,<1H OCEAN,0
4489,4489,-118.19,34.05,37.0,349.0,79.0,276.0,64.0,3.2125,<1H OCEAN,0
4490,4490,-118.2,34.06,46.0,321.0,101.0,401.0,86.0,2.1029,<1H OCEAN,0
4491,4491,-118.21,34.06,30.0,511.0,153.0,1152.0,149.0,2.3611,<1H OCEAN,1
4492,4492,-118.22,34.06,52.0,48.0,6.0,41.0,10.0,10.2264,<1H OCEAN,0
4493,4493,-118.22,34.05,36.0,1243.0,470.0,1668.0,444.0,1.0714,<1H OCEAN,0
4494,4494,-118.21,34.06,52.0,470.0,115.0,434.0,123.0,2.095,<1H OCEAN,0
4495,4495,-118.22,34.06,34.0,1083.0,364.0,1132.0,338.0,2.2344,<1H OCEAN,1
4497,4497,-118.22,34.05,41.0,1422.0,478.0,1640.0,434.0,1.6122,<1H OCEAN,1
4498,4498,-118.21,34.05,26.0,745.0,258.0,694.0,236.0,1.3846,<1H OCEAN,0
4499,4499,-118.21,34.05,28.0,1079.0,306.0,1358.0,285.0,2.52,<1H OCEAN,0
4500,4500,-118.21,34.05,28.0,950.0,357.0,1485.0,345.0,1.9271,<1H OCEAN,0
4501,4501,-118.21,34.05,45.0,2146.0,607.0,2868.0,625.0,2.121,<1H OCEAN,0
4502,4502,-118.2,34.05,43.0,1165.0,317.0,1279.0,303.0,1.9615,<1H OCEAN,0
4503,4503,-118.2,34.05,40.0,1146.0,323.0,1354.0,321.0,1.9205,<1H OCEAN,0
4504,4504,-118.2,34.05,40.0,1082.0,318.0,1085.0,273.0,1.7054,<1H OCEAN,0
4505,4505,-118.2,34.05,42.0,1703.0,586.0,2490.0,581.0,2.02,<1H OCEAN,0
4506,4506,-118.2,34.05,41.0,1268.0,398.0,1887.0,407.0,2.625,<1H OCEAN,0
4507,4507,-118.19,34.05,43.0,977.0,266.0,1084.0,259.0,2.7708,<1H OCEAN,0
4508,4508,-118.19,34.05,41.0,1098.0,264.0,1178.0,245.0,2.1058,<1H OCEAN,0
4509,4509,-118.2,34.05,50.0,1407.0,401.0,1526.0,385.0,2.29,<1H OCEAN,0
4510,4510,-118.19,34.04,45.0,963.0,234.0,1194.0,239.0,2.1806,<1H OCEAN,0
4511,4511,-118.19,34.04,40.0,1095.0,305.0,1322.0,281.0,1.9688,<1H OCEAN,0
4512,4512,-118.19,34.03,52.0,1053.0,246.0,1036.0,249.0,2.1071,<1H OCEAN,0
4513,4513,-118.19,34.03,50.0,1183.0,246.0,851.0,231.0,3.2639,<1H OCEAN,0
4514,4514,-118.2,34.04,52.0,1249.0,307.0,1223.0,297.0,2.07,<1H OCEAN,0
4515,4515,-118.2,34.04,47.0,1894.0,408.0,1629.0,379.0,3.7619,<1H OCEAN,0
4516,4516,-118.2,34.03,52.0,1754.0,452.0,1849.0,445.0,2.3716,<1H OCEAN,0
4517,4517,-118.2,34.04,44.0,1399.0,386.0,1419.0,373.0,1.8224,<1H OCEAN,0
4518,4518,-118.2,34.04,36.0,1625.0,490.0,2003.0,478.0,2.181,<1H OCEAN,0
4519,4519,-118.2,34.04,44.0,1582.0,544.0,1998.0,515.0,1.6888,<1H OCEAN,0
4520,4520,-118.2,34.04,18.0,796.0,227.0,547.0,218.0,1.0333,<1H OCEAN,0
4521,4521,-118.21,34.04,36.0,1825.0,479.0,2097.0,480.0,2.1862,<1H OCEAN,0
4522,4522,-118.21,34.04,37.0,845.0,249.0,881.0,252.0,2.2454,<1H OCEAN,1
4523,4523,-118.21,34.04,47.0,1325.0,393.0,1557.0,352.0,2.8,<1H OCEAN,0
4524,4524,-118.21,34.05,28.0,1841.0,809.0,3199.0,727.0,1.6319,<1H OCEAN,1
4525,4525,-118.21,34.04,52.0,846.0,271.0,1153.0,281.0,2.1923,<1H OCEAN,1
4526,4526,-118.22,34.05,43.0,1153.0,411.0,1667.0,409.0,1.9402,<1H OCEAN,0
4527,4527,-118.21,34.05,47.0,722.0,235.0,930.0,226.0,2.5455,<1H OCEAN,0
4528,4528,-118.22,34.04,43.0,798.0,308.0,1417.0,325.0,1.4189,<1H OCEAN,0
4529,4529,-118.22,34.05,44.0,1105.0,346.0,1598.0,372.0,1.2,<1H OCEAN,0
4530,4530,-118.22,34.04,43.0,2343.0,803.0,2468.0,707.0,1.5163,<1H OCEAN,0
4531,4531,-118.21,34.04,43.0,1502.0,477.0,1844.0,477.0,1.9405,<1H OCEAN,1
4532,4532,-118.21,34.04,47.0,1306.0,391.0,1499.0,346.0,2.2788,<1H OCEAN,0
4533,4533,-118.22,34.03,45.0,554.0,214.0,888.0,218.0,1.8125,<1H OCEAN,0
4534,4534,-118.21,34.03,45.0,1860.0,472.0,1893.0,456.0,2.6573,<1H OCEAN,0
4535,4535,-118.21,34.03,44.0,1550.0,407.0,1718.0,403.0,2.5268,<1H OCEAN,0
4536,4536,-118.21,34.03,52.0,497.0,132.0,547.0,121.0,2.2083,<1H OCEAN,0
4537,4537,-118.21,34.03,47.0,876.0,228.0,872.0,231.0,2.2656,<1H OCEAN,0
4538,4538,-118.2,34.03,41.0,1292.0,334.0,1150.0,322.0,1.925,<1H OCEAN,0
4539,4539,-118.2,34.02,49.0,1098.0,317.0,1411.0,301.0,2.75,<1H OCEAN,0
4540,4540,-118.2,34.03,52.0,774.0,209.0,813.0,203.0,2.3472,<1H OCEAN,0
4541,4541,-118.2,34.03,37.0,1583.0,392.0,1776.0,377.0,2.7266,<1H OCEAN,0
4542,4542,-118.2,34.03,52.0,583.0,157.0,730.0,174.0,1.4115,<1H OCEAN,0
4543,4543,-118.21,34.02,45.0,792.0,203.0,872.0,188.0,2.6875,<1H OCEAN,0
4544,4544,-118.19,34.02,44.0,2702.0,770.0,3260.0,721.0,2.3575,<1H OCEAN,0
4545,4545,-118.2,34.02,48.0,2230.0,593.0,2419.0,598.0,2.3944,<1H OCEAN,0
4546,4546,-118.2,34.02,26.0,36.0,9.0,35.0,9.0,1.625,<1H OCEAN,1
4547,4547,-118.2,34.02,42.0,498.0,120.0,548.0,119.0,3.7543,<1H OCEAN,0
4548,4548,-118.21,34.02,52.0,22.0,7.0,55.0,7.0,7.5752,<1H OCEAN,0
4549,4549,-118.21,34.02,43.0,1811.0,513.0,2123.0,487.0,1.3615,<1H OCEAN,0
4550,4550,-118.23,34.05,52.0,346.0,270.0,346.0,251.0,2.5313,<1H OCEAN,1
4551,4551,-118.24,34.05,13.0,1703.0,697.0,1823.0,669.0,0.8288,<1H OCEAN,1
4552,4552,-118.24,34.04,52.0,116.0,107.0,171.0,92.0,1.0769,<1H OCEAN,0
4553,4553,-118.24,34.06,33.0,390.0,199.0,435.0,193.0,1.1979,<1H OCEAN,1
4554,4554,-118.24,34.06,8.0,1204.0,552.0,1074.0,517.0,1.0227,<1H OCEAN,0
4555,4555,-118.24,34.06,19.0,2870.0,1021.0,3325.0,978.0,1.7395,<1H OCEAN,1
4556,4556,-118.25,34.05,52.0,2806.0,1944.0,2232.0,1605.0,0.6775,<1H OCEAN,1
4557,4557,-118.25,34.05,8.0,3105.0,1256.0,1086.0,997.0,0.8131,<1H OCEAN,1
4558,4558,-118.25,34.06,12.0,4011.0,1438.0,1673.0,1088.0,5.3081,<1H OCEAN,1
4559,4559,-118.26,34.05,52.0,58.0,52.0,41.0,27.0,4.0972,<1H OCEAN,1
4560,4560,-118.26,34.04,6.0,1529.0,566.0,1051.0,473.0,2.462,<1H OCEAN,1
4561,4561,-118.25,34.06,52.0,174.0,66.0,249.0,57.0,1.7763,<1H OCEAN,1
4562,4562,-118.26,34.06,15.0,326.0,123.0,490.0,105.0,1.4886,<1H OCEAN,1
4563,4563,-118.26,34.06,40.0,637.0,273.0,1150.0,263.0,1.8625,<1H OCEAN,0
4564,4564,-118.26,34.07,52.0,1802.0,613.0,2382.0,587.0,1.8438,<1H OCEAN,1
4565,4565,-118.26,34.07,40.0,680.0,273.0,995.0,249.0,2.2607,<1H OCEAN,1
4566,4566,-118.26,34.07,30.0,929.0,238.0,763.0,214.0,2.5227,<1H OCEAN,1
4567,4567,-118.26,34.06,38.0,715.0,282.0,1174.0,300.0,2.345,<1H OCEAN,1
4568,4568,-118.26,34.06,42.0,2541.0,1282.0,3974.0,1189.0,1.5854,<1H OCEAN,0
4569,4569,-118.27,34.07,42.0,1175.0,428.0,1593.0,407.0,2.3438,<1H OCEAN,1
4570,4570,-118.27,34.06,30.0,1771.0,788.0,2188.0,764.0,1.5885,<1H OCEAN,1
4571,4571,-118.27,34.07,34.0,786.0,341.0,1239.0,320.0,2.3438,<1H OCEAN,1
4572,4572,-118.27,34.07,32.0,1657.0,579.0,2071.0,598.0,2.1135,<1H OCEAN,1
4573,4573,-118.27,34.06,33.0,1416.0,686.0,2013.0,614.0,1.9818,<1H OCEAN,1
4574,4574,-118.27,34.07,33.0,1177.0,468.0,1533.0,430.0,2.3981,<1H OCEAN,1
4575,4575,-118.28,34.07,41.0,1072.0,331.0,1111.0,314.0,1.9233,<1H OCEAN,1
4576,4576,-118.28,34.07,24.0,3247.0,1281.0,2642.0,1182.0,2.4632,<1H OCEAN,1
4577,4577,-118.28,34.07,14.0,1924.0,926.0,2226.0,792.0,2.2552,<1H OCEAN,1
4578,4578,-118.28,34.07,32.0,1777.0,536.0,1684.0,489.0,2.3636,<1H OCEAN,1
4579,4579,-118.28,34.07,25.0,7522.0,3179.0,7221.0,2902.0,2.0173,<1H OCEAN,1
4580,4580,-118.28,34.06,14.0,1787.0,853.0,2251.0,763.0,1.1642,<1H OCEAN,1
4581,4581,-118.28,34.06,17.0,2518.0,1196.0,3051.0,1000.0,1.7199,<1H OCEAN,1
4582,4582,-118.27,34.06,17.0,2124.0,1168.0,3915.0,1137.0,1.1346,<1H OCEAN,0
4583,4583,-118.27,34.06,25.0,1714.0,1176.0,3723.0,1036.0,1.3241,<1H OCEAN,0
4584,4584,-118.27,34.06,45.0,564.0,353.0,1172.0,319.0,1.494,<1H OCEAN,1
4585,4585,-118.27,34.06,26.0,513.0,338.0,1204.0,321.0,1.4904,<1H OCEAN,1
4586,4586,-118.26,34.06,33.0,1950.0,1047.0,3707.0,1012.0,1.7238,<1H OCEAN,0
4587,4587,-118.27,34.05,37.0,350.0,245.0,1122.0,248.0,2.7634,<1H OCEAN,0
4588,4588,-118.27,34.05,52.0,1292.0,864.0,2081.0,724.0,0.9563,<1H OCEAN,1
4589,4589,-118.28,34.06,52.0,1261.0,616.0,2309.0,581.0,1.6184,<1H OCEAN,1
4590,4590,-118.28,34.06,52.0,936.0,454.0,990.0,354.0,1.1122,<1H OCEAN,1
4592,4592,-118.27,34.05,25.0,1316.0,836.0,2796.0,784.0,1.7866,<1H OCEAN,1
4593,4593,-118.27,34.05,26.0,1164.0,674.0,1685.0,541.0,1.5727,<1H OCEAN,1
4594,4594,-118.28,34.05,28.0,1306.0,637.0,2079.0,598.0,1.4615,<1H OCEAN,1
4595,4595,-118.28,34.05,31.0,1525.0,730.0,2510.0,652.0,1.6355,<1H OCEAN,1
4596,4596,-118.28,34.05,41.0,1788.0,774.0,2931.0,702.0,1.4413,<1H OCEAN,1
4597,4597,-118.28,34.05,41.0,1075.0,597.0,2260.0,614.0,1.3,<1H OCEAN,1
4598,4598,-118.28,34.05,44.0,968.0,384.0,1805.0,375.0,1.4801,<1H OCEAN,1
4599,4599,-118.27,34.05,47.0,661.0,359.0,1406.0,307.0,1.3169,<1H OCEAN,0
4601,4601,-118.27,34.05,24.0,323.0,214.0,751.0,189.0,1.8304,<1H OCEAN,1
4602,4602,-118.27,34.05,12.0,535.0,328.0,1194.0,365.0,1.2012,<1H OCEAN,1
4603,4603,-118.32,34.07,52.0,2156.0,306.0,861.0,311.0,8.8062,<1H OCEAN,1
4604,4604,-118.33,34.06,52.0,1841.0,240.0,693.0,218.0,15.0001,<1H OCEAN,1
4605,4605,-118.33,34.07,52.0,2248.0,255.0,813.0,265.0,15.0001,<1H OCEAN,1
4606,4606,-118.33,34.07,52.0,1482.0,171.0,531.0,161.0,15.0001,<1H OCEAN,1
4607,4607,-118.34,34.06,52.0,2089.0,309.0,883.0,281.0,7.4574,<1H OCEAN,1
4608,4608,-118.34,34.06,52.0,1311.0,310.0,707.0,290.0,3.4812,<1H OCEAN,1
4609,4609,-118.29,34.08,49.0,649.0,315.0,987.0,329.0,1.6806,<1H OCEAN,1
4610,4610,-118.29,34.07,19.0,3013.0,1118.0,2465.0,1008.0,2.5386,<1H OCEAN,1
4611,4611,-118.29,34.06,9.0,1554.0,815.0,1704.0,761.0,2.0185,<1H OCEAN,0
4612,4612,-118.29,34.07,22.0,492.0,269.0,634.0,261.0,1.6406,<1H OCEAN,1
4613,4613,-118.29,34.07,26.0,2302.0,1124.0,2660.0,1004.0,2.3567,<1H OCEAN,1
4614,4614,-118.29,34.08,43.0,3056.0,1345.0,3920.0,1304.0,1.925,<1H OCEAN,1
4615,4615,-118.3,34.07,31.0,1489.0,664.0,1793.0,556.0,2.4348,<1H OCEAN,1
4616,4616,-118.3,34.07,46.0,5677.0,2610.0,7443.0,2406.0,1.8238,<1H OCEAN,1
4617,4617,-118.3,34.07,26.0,2107.0,757.0,2660.0,740.0,2.3375,<1H OCEAN,1
4618,4618,-118.3,34.07,36.0,2657.0,738.0,2274.0,723.0,3.425,<1H OCEAN,1
4619,4619,-118.31,34.07,28.0,2362.0,949.0,2759.0,894.0,2.2364,<1H OCEAN,1
4620,4620,-118.31,34.08,49.0,2549.0,630.0,1539.0,594.0,2.6218,<1H OCEAN,1
4621,4621,-118.31,34.07,40.0,2657.0,794.0,2149.0,749.0,2.2653,<1H OCEAN,1
4622,4622,-118.32,34.07,52.0,2980.0,366.0,967.0,359.0,11.2185,<1H OCEAN,1
4623,4623,-118.31,34.06,36.0,369.0,147.0,145.0,136.0,0.8804,<1H OCEAN,1
4624,4624,-118.32,34.06,52.0,983.0,246.0,578.0,204.0,5.7393,<1H OCEAN,1
4625,4625,-118.32,34.07,25.0,2740.0,707.0,1420.0,664.0,3.5909,<1H OCEAN,1
4626,4626,-118.32,34.06,52.0,955.0,100.0,457.0,120.0,15.0001,<1H OCEAN,1
4627,4627,-118.31,34.07,26.0,5062.0,2055.0,4533.0,1822.0,2.3105,<1H OCEAN,1
4628,4628,-118.31,34.06,30.0,3110.0,1269.0,2535.0,1218.0,1.6987,<1H OCEAN,1
4630,4630,-118.31,34.07,20.0,3264.0,1248.0,2919.0,1191.0,2.3674,<1H OCEAN,1
4631,4631,-118.3,34.06,20.0,1782.0,896.0,1749.0,823.0,2.2094,<1H OCEAN,0
4632,4632,-118.31,34.06,34.0,2470.0,1197.0,2326.0,1055.0,1.9038,<1H OCEAN,1
4633,4633,-118.29,34.07,24.0,4021.0,1707.0,3727.0,1529.0,1.7365,<1H OCEAN,0
4634,4634,-118.3,34.07,28.0,5221.0,2530.0,5840.0,2374.0,1.8829,<1H OCEAN,1
4635,4635,-118.3,34.06,43.0,1366.0,740.0,942.0,672.0,1.6953,<1H OCEAN,0
4636,4636,-118.29,34.06,42.0,3894.0,2293.0,6846.0,2156.0,1.5553,<1H OCEAN,0
4637,4637,-118.29,34.06,27.0,2456.0,1111.0,4137.0,1104.0,1.5954,<1H OCEAN,1
4638,4638,-118.29,34.06,46.0,1759.0,1012.0,2716.0,877.0,2.1637,<1H OCEAN,1
4639,4639,-118.3,34.06,47.0,1390.0,872.0,2860.0,827.0,1.468,<1H OCEAN,0
4640,4640,-118.29,34.06,23.0,2040.0,778.0,2235.0,697.0,1.9309,<1H OCEAN,1
4641,4641,-118.3,34.06,33.0,2437.0,1283.0,3906.0,1084.0,2.0332,<1H OCEAN,1
4642,4642,-118.3,34.06,21.0,3960.0,1490.0,3468.0,1335.0,1.8214,<1H OCEAN,1
4643,4643,-118.3,34.06,23.0,2512.0,1203.0,3720.0,1118.0,1.7896,<1H OCEAN,1
4644,4644,-118.31,34.06,24.0,1336.0,453.0,1268.0,426.0,2.8202,<1H OCEAN,1
4645,4645,-118.31,34.06,47.0,3038.0,1533.0,4225.0,1472.0,1.6725,<1H OCEAN,1
4646,4646,-118.31,34.06,34.0,1848.0,667.0,1351.0,589.0,2.0547,<1H OCEAN,1
4647,4647,-118.31,34.06,52.0,2124.0,756.0,1920.0,756.0,2.1435,<1H OCEAN,1
4648,4648,-118.31,34.06,31.0,2827.0,1084.0,3107.0,993.0,2.0278,<1H OCEAN,1
4649,4649,-118.31,34.06,14.0,1559.0,646.0,1639.0,567.0,1.9949,<1H OCEAN,1
4650,4650,-118.32,34.05,42.0,3292.0,713.0,2224.0,674.0,3.5517,<1H OCEAN,1
4651,4651,-118.32,34.06,43.0,2808.0,584.0,1654.0,569.0,4.125,<1H OCEAN,1
4652,4652,-118.32,34.06,36.0,3239.0,722.0,1383.0,612.0,4.5918,<1H OCEAN,1
4653,4653,-118.33,34.06,52.0,1368.0,231.0,737.0,248.0,8.3617,<1H OCEAN,1
4654,4654,-118.33,34.05,48.0,2405.0,527.0,1868.0,502.0,3.375,<1H OCEAN,1
4655,4655,-118.33,34.05,44.0,1574.0,390.0,1323.0,404.0,2.5284,<1H OCEAN,1
4656,4656,-118.33,34.05,45.0,1707.0,519.0,1446.0,466.0,2.1736,<1H OCEAN,1
4657,4657,-118.32,34.05,50.0,1389.0,364.0,976.0,302.0,1.5882,<1H OCEAN,1
4658,4658,-118.32,34.05,42.0,3343.0,1183.0,3480.0,1146.0,1.9923,<1H OCEAN,1
4659,4659,-118.31,34.05,35.0,1692.0,423.0,1578.0,406.0,2.5313,<1H OCEAN,1
4660,4660,-118.31,34.05,40.0,1667.0,365.0,1161.0,384.0,3.1406,<1H OCEAN,1
4661,4661,-118.3,34.05,44.0,1612.0,650.0,2028.0,593.0,1.9152,<1H OCEAN,0
4662,4662,-118.3,34.05,42.0,1476.0,610.0,1605.0,545.0,1.721,<1H OCEAN,1
4663,4663,-118.31,34.05,42.0,443.0,223.0,582.0,223.0,2.2937,<1H OCEAN,1
4664,4664,-118.3,34.05,46.0,1386.0,457.0,1845.0,485.0,2.1414,<1H OCEAN,1
4665,4665,-118.3,34.05,31.0,1744.0,720.0,2034.0,633.0,2.2684,<1H OCEAN,1
4666,4666,-118.29,34.05,30.0,1417.0,589.0,1615.0,540.0,1.3867,<1H OCEAN,1
4668,4668,-118.3,34.05,36.0,1723.0,569.0,1664.0,501.0,1.9323,<1H OCEAN,1
4669,4669,-118.3,34.05,34.0,1453.0,588.0,1987.0,589.0,2.096,<1H OCEAN,1
4670,4670,-118.29,34.05,18.0,3585.0,1661.0,5229.0,1534.0,1.847,<1H OCEAN,1
4671,4671,-118.29,34.05,11.0,677.0,370.0,1143.0,341.0,2.3864,<1H OCEAN,1
4672,4672,-118.29,34.05,31.0,2818.0,1252.0,4126.0,1200.0,2.053,<1H OCEAN,1
4673,4673,-118.35,34.08,52.0,1801.0,313.0,714.0,293.0,4.6838,<1H OCEAN,1
4674,4674,-118.35,34.07,52.0,2497.0,406.0,1030.0,412.0,4.89,<1H OCEAN,1
4675,4675,-118.35,34.07,52.0,2315.0,356.0,894.0,345.0,4.1328,<1H OCEAN,1
4676,4676,-118.34,34.07,52.0,2066.0,319.0,981.0,297.0,5.8632,<1H OCEAN,1
4677,4677,-118.34,34.08,52.0,1421.0,163.0,495.0,167.0,10.586,<1H OCEAN,1
4678,4678,-118.34,34.08,52.0,1721.0,195.0,688.0,196.0,15.0001,<1H OCEAN,1
4679,4679,-118.34,34.07,52.0,1621.0,284.0,588.0,272.0,6.2223,<1H OCEAN,1
4680,4680,-118.34,34.07,52.0,3421.0,598.0,1203.0,564.0,4.1618,<1H OCEAN,1
4681,4681,-118.34,34.08,52.0,2756.0,542.0,971.0,510.0,5.5871,<1H OCEAN,1
4682,4682,-118.35,34.08,52.0,2877.0,721.0,1186.0,704.0,3.2645,<1H OCEAN,1
4683,4683,-118.36,34.08,52.0,2373.0,601.0,1135.0,576.0,3.1765,<1H OCEAN,1
4684,4684,-118.36,34.08,52.0,1902.0,488.0,848.0,478.0,2.9621,<1H OCEAN,1
4685,4685,-118.35,34.07,48.0,890.0,255.0,434.0,232.0,3.6111,<1H OCEAN,1
4686,4686,-118.35,34.07,45.0,7803.0,2154.0,3359.0,2041.0,3.3594,<1H OCEAN,1
4687,4687,-118.35,34.07,46.0,1651.0,410.0,512.0,397.0,4.0179,<1H OCEAN,1
4688,4688,-118.35,34.07,45.0,3312.0,880.0,1157.0,809.0,3.5719,<1H OCEAN,1
4689,4689,-118.36,34.07,40.0,1821.0,447.0,777.0,441.0,2.3375,<1H OCEAN,1
4690,4690,-118.36,34.07,48.0,1740.0,360.0,748.0,357.0,4.7019,<1H OCEAN,1
4692,4692,-118.36,34.07,52.0,2046.0,451.0,944.0,435.0,3.4265,<1H OCEAN,1
4693,4693,-118.37,34.07,52.0,2203.0,437.0,899.0,384.0,4.25,<1H OCEAN,1
4694,4694,-118.37,34.07,52.0,2195.0,435.0,884.0,432.0,5.24,<1H OCEAN,1
4695,4695,-118.37,34.07,44.0,2703.0,663.0,1045.0,619.0,3.201,<1H OCEAN,1
4696,4696,-118.37,34.07,39.0,2309.0,526.0,870.0,546.0,3.1677,<1H OCEAN,1
4697,4697,-118.37,34.07,52.0,1084.0,247.0,468.0,255.0,3.4286,<1H OCEAN,1
4698,4698,-118.38,34.08,25.0,4625.0,1307.0,1739.0,1191.0,3.3989,<1H OCEAN,1
4699,4699,-118.38,34.07,16.0,4814.0,1381.0,1897.0,1209.0,3.3725,<1H OCEAN,1
4700,4700,-118.38,34.07,21.0,3653.0,956.0,1510.0,890.0,3.5573,<1H OCEAN,1
4701,4701,-118.34,34.07,52.0,3175.0,1057.0,1594.0,997.0,3.1766,<1H OCEAN,1
4702,4702,-118.35,34.06,52.0,3446.0,1360.0,1768.0,1245.0,2.4722,<1H OCEAN,1
4703,4703,-118.34,34.06,52.0,1314.0,170.0,629.0,214.0,7.1669,<1H OCEAN,1
4704,4704,-118.34,34.05,52.0,2530.0,458.0,1122.0,449.0,3.9167,<1H OCEAN,1
4705,4705,-118.34,34.06,52.0,2069.0,417.0,826.0,377.0,3.5481,<1H OCEAN,1
4706,4706,-118.34,34.06,52.0,1482.0,336.0,768.0,300.0,3.7167,<1H OCEAN,1
4707,4707,-118.35,34.06,52.0,2837.0,602.0,1164.0,551.0,3.2411,<1H OCEAN,1
4708,4708,-118.35,34.06,48.0,1354.0,279.0,716.0,309.0,3.7167,<1H OCEAN,1
4709,4709,-118.35,34.06,52.0,1368.0,322.0,617.0,303.0,5.3819,<1H OCEAN,1
4710,4710,-118.35,34.05,33.0,2880.0,836.0,1416.0,736.0,2.6781,<1H OCEAN,1
4711,4711,-118.35,34.06,48.0,3551.0,826.0,1601.0,827.0,3.2279,<1H OCEAN,1
4712,4712,-118.36,34.06,39.0,2810.0,670.0,1109.0,624.0,3.25,<1H OCEAN,1
4713,4713,-118.36,34.06,52.0,2130.0,455.0,921.0,395.0,2.9605,<1H OCEAN,1
4714,4714,-118.37,34.06,52.0,843.0,160.0,333.0,151.0,4.5192,<1H OCEAN,1
4715,4715,-118.37,34.06,52.0,1608.0,289.0,630.0,252.0,5.5596,<1H OCEAN,1
4716,4716,-118.38,34.06,28.0,2522.0,616.0,991.0,574.0,3.1475,<1H OCEAN,1
4717,4717,-118.38,34.06,29.0,3946.0,1008.0,1676.0,876.0,2.7824,<1H OCEAN,1
4718,4718,-118.38,34.06,31.0,4345.0,1158.0,1987.0,1070.0,2.8233,<1H OCEAN,1
4719,4719,-118.38,34.06,25.0,2558.0,661.0,1183.0,636.0,3.5556,<1H OCEAN,1
4720,4720,-118.37,34.05,35.0,2457.0,552.0,1159.0,523.0,3.0862,<1H OCEAN,1
4721,4721,-118.37,34.04,52.0,1197.0,231.0,671.0,219.0,3.825,<1H OCEAN,1
4722,4722,-118.37,34.05,48.0,1266.0,234.0,539.0,222.0,4.005,<1H OCEAN,1
4723,4723,-118.37,34.05,41.0,2369.0,544.0,1252.0,522.0,2.9883,<1H OCEAN,1
4724,4724,-118.37,34.06,52.0,2239.0,423.0,832.0,411.0,5.0858,<1H OCEAN,1
4725,4725,-118.37,34.05,52.0,2346.0,437.0,1121.0,400.0,4.0583,<1H OCEAN,1
4726,4726,-118.37,34.05,52.0,1563.0,306.0,776.0,308.0,3.625,<1H OCEAN,1
4727,4727,-118.37,34.06,52.0,2402.0,506.0,878.0,464.0,4.0217,<1H OCEAN,1
4728,4728,-118.36,34.05,48.0,1825.0,404.0,728.0,363.0,3.3824,<1H OCEAN,1
4729,4729,-118.36,34.05,47.0,1424.0,300.0,632.0,278.0,4.0625,<1H OCEAN,1
4730,4730,-118.36,34.05,48.0,1835.0,380.0,956.0,370.0,3.2813,<1H OCEAN,1
4731,4731,-118.36,34.04,49.0,995.0,184.0,462.0,194.0,2.7917,<1H OCEAN,1
4732,4732,-118.36,34.05,45.0,1879.0,395.0,946.0,409.0,3.3333,<1H OCEAN,1
4733,4733,-118.36,34.05,50.0,3518.0,812.0,1724.0,758.0,3.0833,<1H OCEAN,1
4734,4734,-118.38,34.05,52.0,2053.0,480.0,900.0,417.0,3.0707,<1H OCEAN,1
4735,4735,-118.39,34.05,47.0,1621.0,314.0,724.0,311.0,5.7509,<1H OCEAN,1
4736,4736,-118.38,34.05,52.0,1004.0,231.0,590.0,226.0,4.2404,<1H OCEAN,1
4737,4737,-118.38,34.05,52.0,1241.0,210.0,526.0,214.0,4.4191,<1H OCEAN,1
4739,4739,-118.38,34.05,40.0,2352.0,598.0,1133.0,563.0,3.238,<1H OCEAN,1
4740,4740,-118.38,34.05,35.0,3517.0,879.0,1632.0,784.0,3.0956,<1H OCEAN,1
4741,4741,-118.35,34.05,47.0,2815.0,679.0,1533.0,594.0,2.5806,<1H OCEAN,1
4742,4742,-118.35,34.05,44.0,1856.0,493.0,1374.0,469.0,2.0984,<1H OCEAN,1
4745,4745,-118.35,34.05,46.0,2149.0,451.0,905.0,443.0,2.8841,<1H OCEAN,1
4746,4746,-118.34,34.05,50.0,2009.0,419.0,1130.0,402.0,3.1944,<1H OCEAN,1
4747,4747,-118.34,34.05,39.0,975.0,292.0,723.0,285.0,2.2725,<1H OCEAN,0
4748,4748,-118.35,34.05,52.0,1971.0,414.0,1065.0,409.0,3.6435,<1H OCEAN,1
4749,4749,-118.34,34.05,52.0,2194.0,504.0,997.0,438.0,2.6654,<1H OCEAN,1
4750,4750,-118.32,34.04,39.0,2965.0,812.0,2638.0,794.0,2.532,<1H OCEAN,1
4751,4751,-118.32,34.04,39.0,1294.0,330.0,1140.0,313.0,2.2554,<1H OCEAN,1
4752,4752,-118.32,34.04,48.0,1184.0,328.0,953.0,311.0,2.3526,<1H OCEAN,1
4753,4753,-118.33,34.04,31.0,1090.0,251.0,955.0,239.0,2.913,<1H OCEAN,1
4754,4754,-118.33,34.05,46.0,3015.0,795.0,2300.0,725.0,2.0706,<1H OCEAN,1
